5000	5000
5000	5000
5000	5000
5000	5000
5000	5000
1.5	5000
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	5000
5000	5000
5000	5000
5000	5000
5000	5000
5000	5000
5000	5000
5000	5000
5000	5000
5000	5000
5000	5000
5000	5000
5000	5000
1.5	5000
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	8
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	4
1.5	5000
5000	5000
5000	5000
5000	5000
5000	5000
